url,source,confirmation_method
https://facebookloginbd.blogspot.com/,"openphish,phishtank",feed_domain
https://www.roblox.com.et/games/78515283254292/Animal-Hospital-Anomaly-?privateServerLinkCode=36676453253709010717578264400285,openphish,feed_domain
http://sbcverify-1e6d20.webflow.io/,openphish,feed_domain
https://creditoseguro--micreditopich.replit.app/,"openphish,phishtank",feed_domain
https://goo.su/wz4bs,openphish,feed_domain
https://l0ginxftjtjtjupdatetjtj96956200ne9tj.webflow.io/?referer=urlvanish.com%2F6124eb7f,openphish,feed_domain
http://emulated-emoh-dne-review.surge.sh/,openphish,feed_domain
http://submit-application.surge.sh/,openphish,feed_domain
https://zedelliveryoficial.vercel.app/,"openphish,phishtank",feed_domain
https://consult-sempre-online.vercel.app/,"openphish,phishtank",feed_domain
https://s4w.in/www-roblox-com-user-3216055744-profile,openphish,feed_domain
https://vo.la/nXST81O,openphish,feed_domain
https://www.roblox.com.mu/users/7047521065/profile,openphish,feed_domain
https://user-panel-apply-blue-badge.surge.sh/,"openphish,phishtank",feed_domain
http://outlookmailwww.webcindario.com/,openphish,feed_domain
https://avanteshipping.com/wp-includes/js/de-easy/,openphish,feed_domain
https://www.robiox.com.py/users/456426388441/profile,openphish,feed_domain
https://spectrumcommunicationsbvsd.framer.website/,"openphish,phishtank",feed_domain
https://www.roblox.com.ml/users/213789737167/profile,openphish,feed_domain
https://vlidenaw.webcindario.com/,"openphish,phishtank",feed_domain
https://concerned-statuses-460946.framer.app/,"openphish,phishtank",feed_domain
http://ipfs.io/ipfs/bafybeighfukfgetskynloqlbnfnt3h3mfi3tn66wp5txgvyrxq3fgilavm,openphish,feed_domain
https://www.roblox.com.ml/users/328342285279/profile,openphish,feed_domain
https://s4w.in/www-roblox-com-users-328342285279-profile,openphish,feed_domain
https://prior-beige-yhzm8kq0.edgeone.dev/,"openphish,phishtank",feed_domain
https://www.robiox.com.py/users/270533335578/profile,openphish,feed_domain
http://miaexs.us.cc/5g/,openphish,feed_domain
https://avanteshipping.com/wp-includes/Text/sls,openphish,feed_domain
https://ipfs.io/ipfs/bafkreifp4gu2tkmamzkzu6gcsoyo5y7kpzev2ptahflode6ucps4ivwag4?eta=renis@8538cfb92c9313e9ed1b854543725ef35785.net,openphish,feed_domain
https://ipfs.io/ipfs/bafkreigl2k5fptwipwkjwk4ldzsewducdpxhrzcxiaqnfcuygdv5grbrmi?eta=lanorx@e98d12510b2ec5ee119303bd7e748f22104c.com,openphish,feed_domain
https://www.roblox.com.ml/users/342114489145/profile,openphish,feed_domain
https://www.roblox.com.ml/users/156719724702/profile,openphish,feed_domain
http://confidio-check.free.nf/it/fatture/,openphish,feed_domain
https://www.roblox.com.mu/communities/5543849958/Mystic-Studio,openphish,feed_domain
https://www.roblox.et/users/5366341830/profile,openphish,feed_domain
https://i.gal/9EPYm,openphish,feed_domain
https://bitly.cx/pFpJn,openphish,feed_domain
https://www.roblox.com.mu/games/98065699401974/My-AI-Chatbot?privateServerLinkCode=04755297302411910983594039850173,openphish,feed_domain
https://www.roblox.com.ml/users/134511723561/profile,openphish,feed_domain
https://www.roblox.com.mu/users/2284427568/profile,openphish,feed_domain
https://www.roblox.com.ml/games/2753915549/Blox-Fruits?privateServerLinkCode=364464748585966812177166571571,openphish,feed_domain
https://www.roblox.com.ml/users/128360482363/profile,openphish,feed_domain
https://www.roblox.com.ml/users/478875133182/profile,openphish,feed_domain
https://www.roblox.com.ml/users/251015572631/profile,openphish,feed_domain
https://www.robiox.com.py/games/920587237/Adopt-Me?privateServerLinkCode=639987113862875567381753651456,openphish,feed_domain
https://www.roblox.com.ml/users/256741721387/profile,openphish,feed_domain
https://www.robiox.com.py/games/97598239454123/Grow-a-Garden-2?privateServerLinkCode=775877898108768636180976317168,openphish,feed_domain
https://www.roblox.com.ml/users/334543772341/profile,openphish,feed_domain
https://s4w.in/roblox-com-users-1429420-profile,openphish,feed_domain
https://www.roblox.com.ml/users/392320503643/profile,openphish,feed_domain
https://surl.li/wekpwd,openphish,feed_domain
https://www.robiox.com.ps/communities/8426132926/ARTS-CLOTHING,openphish,feed_domain
http://groooufffgruisbdj.duckdns.org/,openphish,feed_domain
https://www.robiox.com.py/users/493553630763/profile,openphish,feed_domain
https://www.roblox.com.ml/users/475443188363/profile,openphish,feed_domain
https://frouuufacturearz.duckdns.org/,"openphish,phishtank",feed_domain
https://snifferip.com/24MW4.png,openphish,feed_domain
https://www.r.oblox.com.et/users/2020327795/profile,openphish,feed_domain
https://www.roblox.com.ml/users/484617257254/profile,openphish,feed_domain
http://many-future-715254.framer.app/,openphish,feed_domain
https://www.roblox.com.ml/users/380729738364/profile,openphish,feed_domain
https://www.roblox.com.ml/users/458882507751/profile,openphish,feed_domain
https://www.roblox.com.ml/games/13831863192/Neko-Infection?privateServerLinkCode=151211303731889778137993392281,openphish,feed_domain
https://www.robiox.com.py/users/444566746237/profile,openphish,feed_domain
https://www.roblox.com.et/users/196173259861/profile,openphish,feed_domain
https://submission-suit.surge.sh/,"openphish,phishtank",feed_domain
https://help-centre-resolve-restrictions-review-point.surge.sh/index.html,openphish,feed_domain
http://submit-req-now1.surge.sh/,openphish,feed_domain
http://request-submit-here-form.surge.sh/,openphish,feed_domain
https://help-centre-resolve-restrictions-review-point.surge.sh/,"openphish,phishtank",feed_domain
http://remove-violations.surge.sh/index.html,openphish,feed_domain
https://www.roblox.com.ml/users/337233042356/profile,openphish,feed_domain
https://www.robiox.com.py/users/263356941849/profile,openphish,feed_domain
https://www.roblox.com.ml/users/378449445836/profile,openphish,feed_domain
https://www.roblox.com.ml/users/274132882473/profile,openphish,feed_domain
https://www.r.oblox.com.et/users/7400871224/profile,openphish,feed_domain
https://txd.36a.mytemp.website/txd36a/xonx/currently,"openphish,phishtank",feed_domain
https://www.roblox.com.mu/users/8769593945/profile,openphish,feed_domain
https://www.robiox.com.py/users/145110215807/profile,openphish,feed_domain
https://yaykiranotomotiv.com/images/ladztwi/aqxlzrd/uf1xptz/security/dmlkorea.html,openphish,feed_domain
https://www.roblox.com.mu/communities/6205539373/THZ-Community,openphish,feed_domain
https://www.roblox.com.mu/users/5854120674/profile,openphish,feed_domain
https://www.roblox.com.ml/users/367307911575/profile,openphish,feed_domain
https://s4w.in/www-roblox-com-users-32721670154-profile,openphish,feed_domain
http://goo.su/mascixs,openphish,feed_domain
http://goo.su/meaxsis,openphish,feed_domain
http://goo.su/mdacxls,openphish,feed_domain
http://goo.su/macaxis,openphish,feed_domain
https://come.ac/ri96o,openphish,feed_domain
https://ipfs.io/ipfs/bafybeicydaf5ucorhk4asyz5uvx3nlqvsibewnp7qulwg2ztsxma255zke,phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/bafkreiakdzbmdfdz7lzffpggpteqtay5vsini2snjwh5nerj4m3ourxzx4#a@b.com,phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/bafybeieainw6zeiqsqimqfpf7zpiqzucc4q5k6lil6iq27rw7osyfe6dam/,phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/bafkreibbystawfob22seuckn4eybgrn4d372y4bjz7d3rkoxt4zh6ixnpa,phishtank_kaggle,feed_domain
http://ipfs.io/ipfs/bafkreibtj3lb2o25x6ztkcwke4e6742tqm4recoqy74xpgkgrestvmovkq#[email],phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/bafkreibtj3lb2o25x6ztkcwke4e6742tqm4recoqy74xpgkgrestvmovkq,phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/bafkreibmtwvvsxatea5csxxbiois35murli4y7oqaajd2zsow5nfqmfzwm,phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/QmRwzMmeHGtoJJCBkcxmg54eJdcrSPxPAiqkZiZZA2Di5v,phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/bafkreibx2p5dymfxvio2mn4jj3pysg7gkd2px5hyixmrbr2kc2no7qza3i/#a@b.com,phishtank_kaggle,feed_domain
https://ipfs.io/ipns/k51qzi5uqu5dkjr32p204f52etm98qvgqdkcoyl5vhpur0rzv3zabchzo0hx1y,phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/bafybeihttja4q4zw6toafmdya3vk62wsbxj2m4u4vt2mmhinbfeuh6jaha,phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/bafkreiei6o35kpstbh42j7t5pa6ldo5au6w4vpf5ca35y3j4zit3r4443e,phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/bafkreibahjwuiv2qwqe5iraltodcucpfoz7uvuoh7ezb5t55qzunzcgaiy#petra.jisova@mup.cz,phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/bafybeiayvlbigflqb7zlqonlci4l3c6hvxvkiqz2rhmyiwrs7krkjupq5q/realwebmerone.html,phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/bafkreifdmc33l7trtqhequpljzm6mpkag65z4bhe6s2nczxwqd4nit5zqi/#a@b.com,phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/bafkreid2nkl57orqblqetsvcoux4nbgsxmbmofhnple4ixit56oa6yinn4,phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/bafkreicirdbd7udxdhbrcunjimeln22skxzbe54suzypilujj5xnduwp34,phishtank_kaggle,feed_domain
https://ipfs.io/ipns/cloud-data-respnsive.top,phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/QmVt9anubSLSaefmfJ2qk5jCnqHMYLiRFwUpPisGZC7JeB?filename=que.#gromilova@mup.cz,phishtank_kaggle,feed_domain
https://ipfs.io/ipns/fileagreement.top,phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/bafybeibtgzotlptrvitnfcmauuuuyetgrij5u5jtne3nfwb4w2szpwo2fy/tvsl.html,phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/bafybeih7c35cd3agnlnf5s63qu7wgrabgva45oqjnoic7em3cetcu5m2va/,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/bafkreicnwgv5fwyr3n2h6pvpubajl5jymfleckwe4cwn5e4w67jfkoiloq,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/bafkreidomrwdob7epmuli4zgpe6qbpv43ey7ucfvdkjrmmtkgebcd2pv3i,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/bafkreidurzcblohw5tttn4gfdoe2rg7z6qfkptnzlav3u7qslkswxs42jy/,phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/bafkreiffddvbp6disumwe2eocy4hbz3dmzh6crxydvogx5l7xvrxtsgp6m,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/bafybeifaqqecpwzwu45hqlinjrg2l37tkvdkzreopne5m76owfodlvtt2q,phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/bafkreicbfraar7276wutlutlrolpji5uy23yrpqr3jdlpkifhafxremwdu?eta=,phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/bafkreifrn2epr26pgeac2mrskziu35ixajxsn33ga27k4og5q7azq5sphe,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/bafkreigndhqmidlj2vhc2rrhicd6aujrad4q72kai5d3tm2yjs6asxobji/#x@x.com,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/bafybeiabhh7uwtdmzmc64acycfbq6v25mqunpxnzaxztnmz57n5jlglmxe/pagt.html,phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/bafkreihlo4h66gnp2mxusunekat54p6olixpb2pdr7ok7ddcgsls3qj7ke#x@x.com,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipns/k51qzi5uqu5djeu098hsl608av8wy4j1w1riadozwyiv64ot10o6sjoz4dy1m5,phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/bafkreiaexrt6mgqvzr6ulotg2y2h37slh2ifpxvsrt2log2ap4mmogu77e,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/bafkreiekkxocn6xm3h6mx5xeox65p5t7kp5r2stfwnvfmsvygy32nhp37m,phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/QmaByUj8DEDnDBvbcWazW6CLBa53Ny9muVrMVLZzoNkAer/#a@b.com,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/bafkreidgey7n7irlfu2y4cio7zm3vfnksgltpsfogusj2cd5a7o7ojz57i,phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/bafkreiggz7nfmviw5oqml27b2r2qpmu5oyfglwf37vdztlixx4ualonluu,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/bafkreiebqrigequ4ldgd6nfwessfxrxxl4r3bjzwgfqmqpx6aqe2w7qo7i,phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/bafkreieccjks7r6pvye6mk5euseah7y7syed4nrxw2zz3nteohwng2gxdu,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/bafkreicr2su2vc6cufvha6natbyxtfifnmhdokpe2cutqfzad5ard3f5au,phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/bafkreiactbutah6ouhve7v5kanftcawvm46zxov7oucjlchzvm7sbedjxe,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/bafkreibqpypr7u6vbvxrixyoik3wolg36mnkizj67nuxjzs6qqivxfrave,phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/bafkreiccazt27t47nr5q77r6kuoewym4ihjyvtryorlnyazkvvmg6ebm6m,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/bafybeiglkjp635b47fwyq7exuaogf4a244sugiwuczpxwpieelfnjewnza#a@b.com,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/bafkreidsosmqqhzprlnzylh6kl2a6gmgnmv4gyajxqgam45x5mn4lpjrta,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/bafkreif6h3ajzv77tfpy2eblhv3ixxmspptqcwlfwhspm63r7fhxvww2se,phishtank_kaggle,feed_domain
https://snifferip.com/wda243r/?/google.com?/223344,"phishtank,phishtank_kaggle",feed_domain
https://vo.la/Pq7WeAZ,phishtank_kaggle,feed_domain
https://bitly.cx/8KtTN,"phishtank,phishtank_kaggle",feed_domain
https://surl.li/zixrnu,"phishtank,phishtank_kaggle",feed_domain
https://surl.li/pvjiso?userid=RjM5sm5v,"phishtank,phishtank_kaggle",feed_domain
https://vo.la/fRmSVCi,"phishtank,phishtank_kaggle",feed_domain
https://surl.li/rprxsk,"phishtank,phishtank_kaggle",feed_domain
https://vo.la/uMdVDKb#s,"phishtank,phishtank_kaggle",feed_domain
https://vo.la/uMdVDKb,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/bafkreifki2x2ookbrn2vujr5dnx5tjeg77legdonbtfy2vhul2dt64yely,"phishtank,phishtank_kaggle",feed_domain
https://surl.li/qaoyfh,"phishtank,phishtank_kaggle",feed_domain
https://surl.li/johocg,"phishtank,phishtank_kaggle",feed_domain
https://surl.li/jyocfg,phishtank_kaggle,feed_domain
http://surl.li/vjnokh,"phishtank,phishtank_kaggle",feed_domain
https://surl.li/jnvmsu,"phishtank,phishtank_kaggle",feed_domain
https://surl.li/tbqngi#redacted@abuse.ionos.com,"phishtank,phishtank_kaggle",feed_domain
http://surl.li/kmzltu,"phishtank,phishtank_kaggle",feed_domain
https://surl.li/mvawyb,"phishtank,phishtank_kaggle",feed_domain
http://surl.li/waloqw,"phishtank,phishtank_kaggle",feed_domain
https://surl.li/anlupu,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/Qmf8iZrihfvsN39DtxPoVdHfj9tLiTiDi5EPHwpqnBGW9o/fire.html/#redacted@abuse.ionos.com,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/QmUhZTMWbZpVuj7QiAR5hj5cndkYJnqk4sLLuxz4tpsAPc/winesportsnatxx.html,"phishtank,phishtank_kaggle",feed_domain
http://surl.li/beheks,"phishtank,phishtank_kaggle",feed_domain
https://bitly.cx/9rzPJ,"phishtank,phishtank_kaggle",feed_domain
http://surl.li/rujkcd,"phishtank,phishtank_kaggle",feed_domain
https://surl.li/pxyjzg,"phishtank,phishtank_kaggle",feed_domain
http://surl.li/pxyjzg,"phishtank,phishtank_kaggle",feed_domain
https://goo.su/zfOEW,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/bafybeiaf3dwtoccnrlsuca7vmus7mtoxwk26lsj46ef46f7oujea5qsexm/IS3QmSqtDrDin1wKa43QmS1wKa4SqtDrDGyjs5KEYqznxpHMFr9hVPSX5pyQu1u3QmS1wKa4SqtDrDGyjs5KEYqznxpHMFr9hVPSX5pyQu1up3.htm/,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/bafybeie2k3m3cqix7bq35xqkd4juhqoemmqc2r7pm4wztkjpwma4d6hldi/index.htm,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/bafybeigvgyn2ag7thet5j2yng7bboxpg6vifq7far75zjgrlqj4k3wqety/cpsscpanelhosting.html,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/Qme3yWMnE9f2RZmEZGV3qhmsG993VexTLd6QP4ew3GUpxg/index.html,"phishtank,phishtank_kaggle",feed_domain
https://surl.li/tnzmb,"phishtank,phishtank_kaggle",feed_domain
https://surl.li/tfrvo,"phishtank,phishtank_kaggle",feed_domain
https://surl.li/thpmd,"phishtank,phishtank_kaggle",feed_domain
https://surl.li/tgcse,"phishtank,phishtank_kaggle",feed_domain
https://surl.li/suday?os1=&redirect_mongo_id=66239ceb62194cec41976aa4,"phishtank,phishtank_kaggle",feed_domain
https://surl.li/suday?os1=&redirect_mongo_id=66239ceb62194cec41976aa4&utm_source=Springbot&utm_medium=Email&utm_campaign=66239ceb62194cec41976aa5,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/QmWikvJg8nefnh79V3fr8nZqYTE2jSriAfHz5FNsM4fxxn/index.html,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/QmU7ZKVQFcCHCfG6TtzTG3UpLQSshWnsDZcM2odPsu2aq1,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/QmavRvsah8mGoyrmGoMv4Jrs6LDhbnUmqeGpCY2eb48tsF/,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/QmcpZ5YggsLHG7YGGmH83ejjjzaMf65M6TcMrr5vqMhJTa/,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/QmSsom8wzWHgXAAArwiqhdL56utwvwYhrV1nR1HmuJWqNX/level.html,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/QmbJwNjxF3BMUin5Npxy5VEgiCB4Ytd62TuTLvepDP46vG,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/QmS2Sk1FzVjdFcLhqTuBZ8jLq2zcfc14YK2vbQFXr8z6fP,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/QmVfP63ow35CbBjqPCRFxjy8yrjPFAieg99K6ZNMpsXG9j,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/QmPy9E1ApwiFmSXDPQi7jRQ3ks9hQimtJmmMZeRxJMbDLu,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/QmXtVQXaBu5pBRgVqqfCGxknRA11vf3kPdENr3p3t3Pvuc,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/QmVeJiRsi3uEXMkiyoHJcekBQXXtWgsWf9cSxHPmNpntNa,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/QmRe9K96mndFkYp3bPy8zGSDdJX3jqtM8YB5QJiXohJ36s,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/QmYvfXUtaR2uaScsnWuwv5gzJG6mTHLrJ4XDYLxSYozbqd,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/QmZA9yNhSV5v1K5GFKTxzwqW8784LwnPPUQkhTPFc4kPiH,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/QmTWVH9b7FMYfoTEpYpBVqdz8kqsFDXr9yoG9Zq2EQoG6F,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/QmUx2cq3qcaJmf1diwpkmTdNESaSKCyE72BnV9UXxV9tV1,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/bafybeicmpmc3cnrefoq2fswov63qkcfn5tibkbbeycpaxqjf6s2lxxbnga,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/QmVrdxY3iE1eJ8cWsspYAE8H1Lp177ipD2Xq4gs2yf8hh6,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/QmemvcT4aVx1N3wf26vRevvFtAy2xs3EtZEWURPhL6rVfH,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/QmXiXAhetvCunzxiBbWPLQNVU1BRVxsujPj1n9Rjdxe3WP,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/QmdkuT1depTYPgLYCwRCbmVniRFymwVaj9pc86G9Ng3qf3,phishtank_kaggle,feed_domain
https://ipfs.io/ipfs/QmPubbufbYdoxFydxQrVFTiRBq4bfb4c5zemWyq1emaiYk,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/QmbeSaHXZLDUtzEVJBv4bfNRSPEetFn7zmzTFJxZn5EWSw,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/QmeaiujaGQ1w59NSLxt7Dy2zVDaarNtrktcRRp6e5TSfhK,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/QmbX1ccVty6eY3aPfYLp7hnMWw5sFU6WhTiKzA9iCCyoNY,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/QmafGmAmUWaHvozwFrynhAofy6hLcNR78JhqxfJbf1YwCH/,"phishtank,phishtank_kaggle",feed_domain
https://ipfs.io/ipfs/QmVbDRJJn6EPki1trznqEXY1ptWccSiMK5q571vmd1jYFA,"phishtank,phishtank_kaggle",feed_domain
